Smiles	p_value_original	p_value_trained	active_entry_original	inactive_entry_original	active_entry_trained	inactive_entry_trained	category
OC(=NC1=CC=CC(=C1)C)N3CCC2(CCNCC2)CC3	0,00687	0E0	8.0	0.0	0.0	0.0	5
O=S(=O)(NCCC)C1=CC=CC(=C1(C=C))C	0,0345	0E0	10.0	2.0	0.0	0.0	2
OC(C)C(N=C)C(O)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
O=S(=O)(CC)CC	0,00198	0E0	10.0	0.0	0.0	0.0	5
C=C(C(=CC)C1=CC=CC(=C1)C)Cl	0,00687	0E0	8.0	0.0	0.0	0.0	2
O1C=2C=CC(=CC=2(OC1))C(=C)C	5,00E-8	0E0	27.0	0.0	0.0	0.0	2
N1=CC=CC(=C1)C(=C)C	5,00E-8	0E0	27.0	0.0	0.0	0.0	2
OC(=C)C(=CC)C1=CC=CC(=C1)C	0,00003	0E0	17.0	0.0	0.0	0.0	2
O=C(N3CCC2(CCN(C1=CC=NC=C1)CC2)CC3)C	0,01327	0E0	12.0	2.0	0.0	0.0	5
OC(=C)C(=CC)CCN(C)C	0,00057	0E0	12.0	0.0	0.0	0.0	2
[O-]C.[Sb+].[H].[H]	0,00198	0E0	10.0	0.0	0.0	0.0	5
O=C(O)C(CC)CC	0,02151	0E0	11.0	2.0	0.0	0.0	5
C=CC(=CC)NC(=CC)C(=C)C	0,02386	0E0	6.0	0.0	0.0	0.0	2
O=C(C1=CC=C(OC)C=C1)N3CCC2(CN(CC)CCC2)(CC3)	0,0128	0E0	7.0	0.0	0.0	0.0	5
NCCN(C)C	0,00007	0E0	22.0	2.0	0.0	0.0	5
N=C(O)C(N=C(O)C(N)C)CC	0,00007	0E0	22.0	2.0	0.0	0.0	5
O=C(OC(C=C)=CC)N2CCC1(CN(C(=N)O)CCC1)(CC2)	0,00198	0E0	10.0	0.0	0.0	0.0	2
OCOC(=C)C	5,4E-25	0E0	202.0	35.0	0.0	0.0	2
O=C(N(C(=N)C)CCOC)C	9,3E-31	0E0	123.0	2.0	0.0	0.0	2
OC(C)C(O)(C)CC	0,0128	0E0	7.0	0.0	0.0	0.0	5
N1(C)CCN(CC1)C(C)C	0,00592	0E0	18.0	4.0	0.0	0.0	5
OC(=C)C(=CC)C(=C)N	0,00009	0E0	15.0	0.0	0.0	0.0	2
NC=CSC	2,08E-6	0E0	49.0	10.0	0.0	0.0	5
CCC1CCC(C)CC1(C)(C)	0,0003	0E0	29.0	6.0	0.0	0.0	5
FC(F)(F)C1=CC=CC=C1(C(N=C)=CC)	0,00031	0E0	13.0	0.0	0.0	0.0	2
O=C(N3CCCC2(CN(C(O)=NC1=CC=CC(=C1)C)CC2)(C3))C	0,01114	0E0	10.0	1.0	0.0	0.0	5
C=C(C)C(NC)C1CC1(CCCC)	0,00037	0E0	19.0	2.0	0.0	0.0	2
OC(=C)C(C=C)=CC	1,60E-6	0E0	54.0	12.0	0.0	0.0	2
OC1CCCC(C)C1(C(N)C)C(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
O=C(C=1N=NSC=1)N2CCC3(CC2)(CCN(CC)CC3)	0,02386	0E0	6.0	0.0	0.0	0.0	5
O=C1N(C)C(CC)C2(O)(OC(N=C(O)C(CN)CC)(C(=O)N2(C1CC))C(C)C)	0,02386	0E0	6.0	0.0	0.0	0.0	5
C=CC(NC)C1=CC=CC=C1	0,00106	0E0	11.0	0.0	0.0	0.0	2
N#CC=1C=CC=C(C=1)C(=C)C	1,73E-7	0E0	25.0	0.0	0.0	0.0	2
CCC(CC)C(C)C	0,00008	0E0	32.0	6.0	0.0	0.0	5
NC(C)SC(C)(C)C	0,00001	0E0	22.0	1.0	0.0	0.0	5
O=C(OCC(=C)C)C(O)(C)C	0,0128	0E0	7.0	0.0	0.0	0.0	5
O=P(C1=CC=CC=C1)(C(=C)C)N(C)C	0,00687	0E0	8.0	0.0	0.0	0.0	5
O(C)CCOCC	3,92E-6	0E0	24.0	1.0	0.0	0.0	5
O=C(OC)N2CC5=C3C(CCC4C(OCC=1C=CC(F)=CC=1C(F)(F)F)OCC2(C)C34)C(CO)C(C)C5C	0,00368	0E0	9.0	0.0	0.0	0.0	2
OC(C)C(OC)CN	0,00031	0E0	13.0	0.0	0.0	0.0	5
N=C(O)CC	0,0035	0E0	17.0	3.0	0.0	0.0	5
C1=C(CC)C(C)(C)CC(C)C1	0,00013	0E0	21.0	2.0	0.0	0.0	5
O=C(C)CC(C)C	0,00005	0E0	28.0	4.0	0.0	0.0	5
N=NNCC	0,02386	0E0	6.0	0.0	0.0	0.0	5
C1=CC=C(C=C1)C(C2=CC=CC=C2)N4CCC3(CN(C)CCC3)(C4)	0,00022	0E0	20.0	2.0	0.0	0.0	2
O=C(C(=C)C)N2CCC1(CN(CC)C1)CC2	0,00111	0E0	26.0	6.0	0.0	0.0	5
O=C(OC(C)(C)C)N1CC4=C2C(CCC3C(OCC)OCC1(C)C23)C(CO)C(COC)C4C	0,00368	0E0	9.0	0.0	0.0	0.0	2
OC(=NC)C(O)C	0,00001	0E0	22.0	1.0	0.0	0.0	5
O(C)COC	1,3E-10	0E0	102.0	24.0	0.0	0.0	2
N1=CC=C(C=C1)N2CCC2	0,00031	0E0	13.0	0.0	0.0	0.0	5
C=C(C(=CC)C(=C)C)C	4,6E-25	0E0	264.0	62.0	0.0	0.0	2
OC(C=CC)C	0,00033	0E0	33.0	8.0	0.0	0.0	5
OCC(C)(C(O)C)C(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
O=C(OC)CC	1,80E-7	0E0	59.0	12.0	0.0	0.0	5
O=S(=O)(O)C=1C=C(C=C(C=1(N))C)S	0,0345	0E0	10.0	2.0	0.0	0.0	2
O=S(=O)(C1=CC=CC=C1)N3CCC2(CN(CC)CCC2)(CC3)	0,01327	0E0	12.0	2.0	0.0	0.0	5
O=C(C)CC(N)C	0,02195	0E0	13.0	3.0	0.0	0.0	5
FC(F)(F)C1=NC(=N)NC(=C1)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
O=C(N(C)C)C(O)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
O=C(N)C1=CC(=C(N1CC2=CC=CC=C2)CC)C	0,02151	0E0	11.0	2.0	0.0	0.0	5
OC(=C(OC(C=C)=CC)C=C)C	0,0128	0E0	7.0	0.0	0.0	0.0	5
C=CC=C(C=CC)C(C(=CC=C)C=CC)N(CCC)CC(CN(C)C)CCC	0,01114	0E0	10.0	1.0	0.0	0.0	2
N=C(C(C(=C)N)=C(O)C)C	0,00001	0E0	18.0	0.0	0.0	0.0	2
O=C(C1=CC=CC=C1)N3CCC2(CN(CC)CCC2)(CC3)	0,00016	0E0	14.0	0.0	0.0	0.0	5
OCC1=CCN2CCC(OC)C12	0,02386	0E0	6.0	0.0	0.0	0.0	5
OC1CC(C)(C)C(CC)C2CCC(=CC)C(C)(C)C12	0,00373	0E0	12.0	1.0	0.0	0.0	5
FC(F)(F)C(=CC)C(=C)C	2,2E-44	0E0	219.0	12.0	0.0	0.0	2
C=C(C)C(CC)C(C)(C)C	2,75E-6	0E0	31.0	3.0	0.0	0.0	5
N=C(NC=C)C	3,8E-18	0E0	167.0	35.0	0.0	0.0	2
OC(C)CCN	0,00254	0E0	22.0	5.0	0.0	0.0	5
C(=CCCCC)CCC	0,00198	0E0	10.0	0.0	0.0	0.0	2
O=S(=O)(NC(=N)O)C	0,00198	0E0	10.0	0.0	0.0	0.0	5
OC(OC(=C)C)(C)C	0,01905	0E0	9.0	1.0	0.0	0.0	5
N(C)(C)CCN(CC)CC	0,02386	0E0	6.0	0.0	0.0	0.0	2
C=C(N)CC(N)C	0,00687	0E0	8.0	0.0	0.0	0.0	5
C=CC1=C(C(=C)C(=CC)C1)C	0,01114	0E0	10.0	1.0	0.0	0.0	2
O=C(C=1N=CC=NC=1)N2CCC(CC)(CC)CC2	0,02195	0E0	13.0	3.0	0.0	0.0	5
O=C(C(C=C)=CC)N1CCC2(CC1)(CCN(C)CC2)	0,00687	0E0	8.0	0.0	0.0	0.0	5
N=NN	0,00031	0E0	13.0	0.0	0.0	0.0	5
O=N(O)C1=CN=C(N1C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
C1=CC=C2C(=C1)C(=C(N2CC)C)C	0,00368	0E0	9.0	0.0	0.0	0.0	2
O=C(C1=CC2=C(N1CCF)CCC2C)N(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
O=C1N(C)CC1(N)	1,6E-10	0E0	41.0	1.0	0.0	0.0	5
NN(C)CC(C)(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	2
N=C(O)C(NC)C(=C)C	0,00687	0E0	8.0	0.0	0.0	0.0	5
O=C(C1=CC=NC=C1)N2CCC3(CC2)(CCN(CC)CC3)	0,0128	0E0	7.0	0.0	0.0	0.0	5
O1C=2C=CC(=CC=2(OC1))C(=C)N	0,02386	0E0	6.0	0.0	0.0	0.0	2
O=C(C1=C(O)C(C(O)=C)=C(C)CC1C)C	0,00687	0E0	8.0	0.0	0.0	0.0	5
O=C(C(=C(O)C)C(C)C)C	0,00063	0E0	18.0	2.0	0.0	0.0	5
NC(C)C1(C)(CC1(C(CC)CC))	0,00368	0E0	9.0	0.0	0.0	0.0	5
N=C(N)C(=NC)Cl	0,0128	0E0	7.0	0.0	0.0	0.0	2
O=S(=O)(O)C1=CC=C(C=C1)C	0,02151	0E0	11.0	2.0	0.0	0.0	5
N=C(N)N1CCOCC1	2,4E-12	0E0	88.0	14.0	0.0	0.0	2
O=C(O)N1CCC2(CC1)(CCN(CC)CC2)	0,00198	0E0	10.0	0.0	0.0	0.0	5
OC1=CC=CC(=C)C1	0,02386	0E0	6.0	0.0	0.0	0.0	2
O=C1CCC(C(C)C)C1(C)C	0,00373	0E0	12.0	1.0	0.0	0.0	5
N=C(N)NC=1C=CC=C(O)C=1	4,29E-9	0E0	49.0	5.0	0.0	0.0	2
O=C(N2CCC1(CN(C(=N)O)CCC1)(CC2))CO	0,00687	0E0	8.0	0.0	0.0	0.0	5
O=C(N(C(=O)C)C(C)C)C	0,01905	0E0	9.0	1.0	0.0	0.0	5
C(=C1CN(CC)C(C)CC1C)C	0,03233	0E0	8.0	1.0	0.0	0.0	5
C=C(C(=C(C)C)I)C	0,00687	0E0	8.0	0.0	0.0	0.0	5
N(=C)C(C(=C)N)=S	0,02386	0E0	6.0	0.0	0.0	0.0	5
NCC2(CN(C1=CC=CC(=C1)C)CC2)(CC)	0,00198	0E0	10.0	0.0	0.0	0.0	2
O=S(=O)(NC(C1=CC=CC=C1)C2CC2(C))C	0,02386	0E0	6.0	0.0	0.0	0.0	2
C=2C=C1C=CC=C(C1=C(C=2)C)C	0,03233	0E0	8.0	1.0	0.0	0.0	5
O=S(=O)(C1=CC=C(N)C=C1)C	0,0007	0E0	15.0	1.0	0.0	0.0	5
N=C(N1C=NC=C1)C	1,5E-11	0E0	40.0	0.0	0.0	0.0	2
OC(=C)C(=CC)CN1CCC1	0,0128	0E0	7.0	0.0	0.0	0.0	5
N(=C)C(=CC)C(C)C	0,0345	0E0	10.0	2.0	0.0	0.0	5
OCC(OC)C(O)C	9,4E-25	0E0	128.0	9.0	0.0	0.0	5
NC1CCCCC1(C)	0,00003	0E0	29.0	4.0	0.0	0.0	5
C=C(C)CNC	2,4E-50	0E0	340.0	42.0	0.0	0.0	2
N=C(NCCC(=C)N)C	0,00057	0E0	12.0	0.0	0.0	0.0	2
OC(C)C(CC)CC	0,00215	0E0	13.0	1.0	0.0	0.0	5
O=S(=O)(N)C2=CC=CC1=C2(C=CC=C1Cl)	0,02386	0E0	6.0	0.0	0.0	0.0	2
N(=C)C(=CC)C1=CC=CC(=C1)C	0,00198	0E0	10.0	0.0	0.0	0.0	2
N=NC(C(=N)N)(C)C	0,00687	0E0	8.0	0.0	0.0	0.0	5
O=C1C(=C)C(=CC)C(=O)N1C(C)C	0,00177	0E0	16.0	2.0	0.0	0.0	5
NNN	0,00915	0E0	17.0	4.0	0.0	0.0	5
OC1CCN(C)CC1	0,02386	0E0	6.0	0.0	0.0	0.0	5
OC(C)C(O)C(O)(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
NCCC1=CNC(=CC)C1(=CC)	0,01905	0E0	9.0	1.0	0.0	0.0	2
N(C(=C)C)=C(C)C	5,E-123	0E0	885.0	118.0	0.0	0.0	2
O=S(=O)(C1=CC=CC=C1)C(=C)C	0,00492	0E0	14.0	2.0	0.0	0.0	5
C1=CC=C(C=C1)CN(CC)CC	6,23E-7	0E0	47.0	8.0	0.0	0.0	5
N1(CC)CC(CC)C(C)CC1C	0,00198	0E0	10.0	0.0	0.0	0.0	5
OC(O)CC(O)(C)C	0,0128	0E0	7.0	0.0	0.0	0.0	5
N=C(N)N1CCC(C)(C)CC1	0,00014	0E0	26.0	4.0	0.0	0.0	5
C1=C(C(C)C)C(C)(C)CC(C)C1	0,02386	0E0	6.0	0.0	0.0	0.0	5
OC(=NC)C(O)=C	0,03233	0E0	8.0	1.0	0.0	0.0	2
O=C(C1=CC2=C(N1CC(C=C)=C(Br)S)CC(C)C2C(N)(C)C)N(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
N=1C=CN(C=1)CC	0,00373	0E0	12.0	1.0	0.0	0.0	2
O=C1C2=CC=CC=C2(C(=O)N1C)	0,00001	0E0	36.0	6.0	0.0	0.0	5
O=C(C(=N)C)N(C)C	9,E-104	0E0	813.0	125.0	0.0	0.0	2
C=C1CC(C)(C)CCC1(C)C(C)(C)C	0,00687	0E0	8.0	0.0	0.0	0.0	5
C=1C=C(C=C(C=1)C)N(CC)CC	0,00021	0E0	32.0	7.0	0.0	0.0	2
CN1(C)(CCCCC1)	0,02386	0E0	6.0	0.0	0.0	0.0	5
O=C(NC1=CC=C(OC)C=C1)N2CCCC3(C2)(CCN(C(=O)C)CC3)	0,01905	0E0	9.0	1.0	0.0	0.0	5
O=S(=O)(NC(=N)N)C(C=C)=CC	0,00198	0E0	10.0	0.0	0.0	0.0	5
N=C(N(C)CC)C	7,2E-16	0E0	66.0	2.0	0.0	0.0	2
OC1(C)(CC(C)CCC1(C)(C(C)C))	0,02386	0E0	6.0	0.0	0.0	0.0	5
C=1NC(=C(C=1CC)C)C	6,9E-11	0E0	76.0	12.0	0.0	0.0	2
C1=CC=C(C=C1)CCN(C)C	8,27E-9	0E0	61.0	10.0	0.0	0.0	2
O=C(OCCN(CC)CC)C	0,03233	0E0	8.0	1.0	0.0	0.0	2
N=C(C1=CN(C2=CC=CC=C12)C)C	1,7E-11	0E0	56.0	4.0	0.0	0.0	2
C=C(N)C1=CC=C(C=C1)C	0,0345	0E0	10.0	2.0	0.0	0.0	2
OC(C)(C)C(C)C	0,01327	0E0	12.0	2.0	0.0	0.0	5
NC1=CC=CC=C1C(C)(C)C	0,00811	0E0	13.0	2.0	0.0	0.0	5
OC(=NC(C)C)C1=CN=CC=C1	0,0128	0E0	7.0	0.0	0.0	0.0	2
O=C(N2CCCC1(CN(C(O)=NC(C)C)CC1)(C2))C	0,03233	0E0	8.0	1.0	0.0	0.0	5
OC=1C(=CC(=CC=1C(C)(C)C)S)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
N(N)=C(C(=C)C)C(=C)C	0,01114	0E0	10.0	1.0	0.0	0.0	2
N=C(CN1CCCCC1)S	0,00492	0E0	14.0	2.0	0.0	0.0	5
OC(C)C(C)CC	0,0035	0E0	17.0	3.0	0.0	0.0	5
N=NNC(=N)S	0,0128	0E0	7.0	0.0	0.0	0.0	5
C=C2C(=CC)C1=CC=CC=C1N2C	0,02386	0E0	6.0	0.0	0.0	0.0	2
O=C(O)CCC(NC)CC	7,29E-7	0E0	58.0	13.0	0.0	0.0	5
N(=C)C=C(N)C	8,E-155	0E0	1000.0	108.0	0.0	0.0	2
OC(C)C(OP)C(O)C	0,00198	0E0	10.0	0.0	0.0	0.0	5
N=CNC(=C)N	0,02386	0E0	6.0	0.0	0.0	0.0	5
C=CC(=CC)CN1CC2(C1)(CCN(CC2)S)	0,00198	0E0	10.0	0.0	0.0	0.0	5
O=C(N)C=NC	5,0E-29	0E0	111.0	1.0	0.0	0.0	2
O=C(O)C(=C(C)C)N(C)C	1,73E-7	0E0	25.0	0.0	0.0	0.0	5
OC=1C=CC(=CC=1(OC(=C)C))C	0,0128	0E0	7.0	0.0	0.0	0.0	5
OC(CC)C(N)C	0,00647	0E0	11.0	1.0	0.0	0.0	5
FC(F)(F)C(=NN)C=C	0,02386	0E0	6.0	0.0	0.0	0.0	2
NC1(C)(CCCCC1)	0,00106	0E0	11.0	0.0	0.0	0.0	5
O=S(=O)(C1=CC=CC=C1)N3CCC2(CCN(CC)CC2)CC3	0,02386	0E0	6.0	0.0	0.0	0.0	5
OC1=NC(C1(NC))S	5,4E-10	0E0	39.0	1.0	0.0	0.0	5
OC1=CC=C(OC)C=C1	7,9E-14	0E0	62.0	3.0	0.0	0.0	2
O=C(O)CN(C)C	0,00002	0E0	33.0	5.0	0.0	0.0	5
N=C(N)C(=CN)C1=CC=C(C=C1)N(C)C	0,00009	0E0	15.0	0.0	0.0	0.0	2
NCN(CC)CC	0,01327	0E0	12.0	2.0	0.0	0.0	5
O=C(O)C(N)CN	0,01905	0E0	9.0	1.0	0.0	0.0	5
NC1(C)(CCN(CC)CC1)	0,0345	0E0	10.0	2.0	0.0	0.0	5
O=C(N1CCCC2(C1)(CN(C)CC2))C	0,01114	0E0	10.0	1.0	0.0	0.0	5
O(C1=CC=CC(=C1)C)C	2,2E-14	0E0	95.0	13.0	0.0	0.0	2
O=C(C(=C(O)N)C(=O)C)C	0,02195	0E0	13.0	3.0	0.0	0.0	5
N=C(C1=CC=C(N)C=C1)C	0,02386	0E0	6.0	0.0	0.0	0.0	2
OC(C)C(C)(C(C)C)C(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
O=C(N4CCC3(CCN(C1=CC=CC(=C1)C2=CC=CC=C2)CC3)CC4)C	0,03233	0E0	8.0	1.0	0.0	0.0	2
N=C(NC(C=C)=CC)NC	0,02386	0E0	6.0	0.0	0.0	0.0	2
O=C(N1CCCC3(C1)(CN(CC2=CC(=CC(=C2)C)C)CC3))C	0,00687	0E0	8.0	0.0	0.0	0.0	5
OC=C(C=C)C(=C)N	0,01114	0E0	10.0	1.0	0.0	0.0	2
N(CC)(CC)CC(C)C	8,66E-8	0E0	56.0	10.0	0.0	0.0	5
OC1=CC=CC=C1C(=C)C	1,06E-7	0E0	37.0	3.0	0.0	0.0	2
O=C(N1CCCC3(C1)(CN(CC2=CC=CC=C2(OC))CC3))C	0,03233	0E0	8.0	1.0	0.0	0.0	5
O=C(C(C(=N)C)=C(O)C)N1CCC(C)(C)CC1	0,00007	0E0	30.0	5.0	0.0	0.0	5
N=C(N)C1=CC=C(N)C=C1	2,71E-6	0E0	28.0	2.0	0.0	0.0	2
O(C)C2CN1CCC2(CC1)	0,02386	0E0	6.0	0.0	0.0	0.0	5
CN1(C)(CCCC1)	0,00687	0E0	8.0	0.0	0.0	0.0	5
O=S(=O)(N)C1=CC=C(C=C1)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
O=C(O)C5(N(C)CC4CC2=C(C=C(C(=O)N1CCCC1)N2CC3=CC=CC=C3)C45)(CC)	0,01327	0E0	12.0	2.0	0.0	0.0	5
C=C(C(=C(C)C)N(C)C)C	0,0128	0E0	7.0	0.0	0.0	0.0	2
CCCN(C)(C)C	1,2E-17	0E0	81.0	4.0	0.0	0.0	5
N=C(O)C(C(C)C)C(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
N=C1C(N=CN1C(O)C)=C	6,69E-9	0E0	51.0	6.0	0.0	0.0	5
O=C(O)CCN	0,00373	0E0	12.0	1.0	0.0	0.0	5
FC=3C=CC=C(N=C(O)N2CCC1(CCNCC1)CC2)C=3	0,00811	0E0	13.0	2.0	0.0	0.0	5
O=C(C1=CC(=CC(=C1)C)C)N3CCC2(CN(CC)CCC2)(CC3)	0,0345	0E0	10.0	2.0	0.0	0.0	5
C=1C=C(C=CC=1C)C(C)C	0,00811	0E0	13.0	2.0	0.0	0.0	5
O=C(N1CCC(CN)(CC)CC1)CO	0,00002	0E0	30.0	4.0	0.0	0.0	5
C=C(CN(C)C)S	2,7E-14	0E0	71.0	5.0	0.0	0.0	2
O=S(=O)(O)CN	0,02386	0E0	6.0	0.0	0.0	0.0	5
ON(C)(C)C	0,03233	0E0	8.0	1.0	0.0	0.0	5
OC1=C(C=C(C=C1C(C)(C)C)C)C	0,00057	0E0	12.0	0.0	0.0	0.0	2
N#CC=1C=CC=C(C=1)C(=C)N	0,00198	0E0	10.0	0.0	0.0	0.0	2
N=C(NCCNC)C	0,00003	0E0	29.0	4.0	0.0	0.0	2
OC(=C)C(C)(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
O=C(O)C(C)(C)C	0,00002	0E0	32.0	5.0	0.0	0.0	5
C=CC=CS	9,5E-40	0E0	237.0	23.0	0.0	0.0	2
N=C(C=1N=CN(C=1(N))C)S	0,02386	0E0	6.0	0.0	0.0	0.0	5
CCN(CC)(CC)CC	0,00011	0E0	24.0	3.0	0.0	0.0	5
N=C(C=C(O)C)C	0,03233	0E0	8.0	1.0	0.0	0.0	2
OC(=NC(CO)CC)C1CNCCC1(N)	0,00106	0E0	11.0	0.0	0.0	0.0	5
O=C(O)NC(C(C=C)=CC)C1(C)(CC1(C))	0,00005	0E0	33.0	6.0	0.0	0.0	2
CCCCCN(C)(C)C	0,00005	0E0	16.0	0.0	0.0	0.0	5
O(C=C(C)C)C	1,1E-15	0E0	80.0	6.0	0.0	0.0	2
N1=CC=CC(=C1)C	5,9E-16	0E0	166.0	40.0	0.0	0.0	2
CCC(CC)C(C)(C)C	9,53E-7	0E0	53.0	11.0	0.0	0.0	5
C=1C=C(C=CC=1C)Br	0,00647	0E0	11.0	1.0	0.0	0.0	2
N=C(S)SC(=C)C	0,0007	0E0	15.0	1.0	0.0	0.0	2
O=C(C)C(CC)C(C)(C)C	0,03233	0E0	8.0	1.0	0.0	0.0	5
NC(C=CCCC)C	0,00106	0E0	11.0	0.0	0.0	0.0	2
N(=C(SC)SC)C	0,00215	0E0	13.0	1.0	0.0	0.0	2
OC1=CC=CC2=C1C(=C)CC(N)C2	0,02386	0E0	6.0	0.0	0.0	0.0	2
N1=CN=C(C=C)C(=C1)C	2,4E-51	0E0	226.0	7.0	0.0	0.0	2
O=C(OCC(=CC)C(N)C)C	0,0128	0E0	7.0	0.0	0.0	0.0	5
N=C(N)C(OC)=CC	0,0128	0E0	7.0	0.0	0.0	0.0	2
NCCC1=CC=CC=C1	2,31E-7	0E0	65.0	15.0	0.0	0.0	2
C(=C(CC)C(C)C)C	0,0128	0E0	7.0	0.0	0.0	0.0	5
O=C(O)NC(C)C	3,24E-6	0E0	48.0	10.0	0.0	0.0	2
